Product_id,date,opening_stock,Units Sold,clossing_stock,restock_quantity,store_id
P0003,07-01-22,508,119,389,0,S004
P0004,07-01-22,270,81,189,0,S004
P0005,07-01-22,95,65,30,80,S004
P0006,07-01-22,52,52,0,0,S004
P0007,07-01-22,665,61,604,0,S004
P0008,07-01-22,121,38,83,0,S004
P0009,07-01-22,257,93,164,0,S004
P0010,07-01-22,291,158,133,0,S004
P0011,07-01-22,742,106,636,0,S004
P0012,07-01-22,70,70,0,128,S004
P0013,07-01-22,540,175,365,611,S004
P0014,07-01-22,121,111,10,306,S004
P0015,07-01-22,366,62,304,0,S004
P0016,07-01-22,331,76,255,0,S004
P0017,07-01-22,228,185,43,152,S004
P0018,07-01-22,142,90,52,72,S004
P0019,07-01-22,163,157,6,167,S004
P0020,07-01-22,397,147,250,0,S004
P0001,07-01-22,339,109,230,0,S005
P0002,07-01-22,227,34,193,0,S005
P0003,07-01-22,161,68,93,105,S005
P0004,07-01-22,130,82,48,83,S005
P0005,07-01-22,186,61,125,151,S005
P0006,07-01-22,521,96,425,0,S005
P0007,07-01-22,176,70,106,0,S005
P0008,07-01-22,135,135,0,122,S005
P0009,07-01-22,491,124,367,504,S005
P0010,07-01-22,739,104,635,0,S005
P0011,07-01-22,160,32,128,0,S005
P0012,07-01-22,692,117,575,0,S005
P0013,07-01-22,236,176,60,0,S005
P0014,07-01-22,344,82,262,344,S005
P0015,07-01-22,194,47,147,0,S005
P0016,07-01-22,766,95,671,0,S005
P0017,07-01-22,116,61,55,56,S005
P0018,07-01-22,127,77,50,114,S005
P0019,07-01-22,176,107,69,0,S005
P0020,07-01-22,87,87,0,134,S005
P0001,08-01-22,308,96,212,248,S001
P0002,08-01-22,77,77,0,208,S001
P0003,08-01-22,308,109,199,0,S001
P0004,08-01-22,155,32,123,0,S001
P0005,08-01-22,1293,95,1198,0,S001
P0006,08-01-22,95,90,5,0,S001
P0007,08-01-22,538,174,364,650,S001
P0008,08-01-22,110,69,41,97,S001
P0009,08-01-22,130,83,47,105,S001
P0010,08-01-22,639,74,565,0,S001
P0011,08-01-22,282,63,219,0,S001
P0012,08-01-22,115,105,10,162,S001
P0013,08-01-22,155,55,100,0,S001
P0014,08-01-22,367,75,292,348,S001
P0015,08-01-22,95,95,0,137,S001
P0016,08-01-22,466,161,305,508,S001
P0017,08-01-22,177,79,98,0,S001
P0018,08-01-22,134,134,0,229,S001
P0019,08-01-22,69,59,10,64,S001
P0020,08-01-22,588,81,507,0,S001
P0001,08-01-22,524,83,441,0,S002
P0002,08-01-22,363,115,248,0,S002
P0003,08-01-22,168,87,81,422,S002
P0004,08-01-22,213,70,143,0,S002
P0005,08-01-22,472,40,432,0,S002
P0006,08-01-22,134,92,42,120,S002
P0007,08-01-22,76,76,0,441,S002
P0008,08-01-22,102,102,0,139,S002
P0009,08-01-22,574,133,441,0,S002
P0010,08-01-22,158,158,0,129,S002
P0011,08-01-22,584,125,459,526,S002
P0012,08-01-22,665,63,602,0,S002
P0013,08-01-22,18,18,0,0,S002
P0014,08-01-22,551,170,381,0,S002
P0015,08-01-22,733,217,516,798,S002
P0016,08-01-22,321,112,209,409,S002
P0017,08-01-22,195,84,111,0,S002
P0018,08-01-22,140,140,0,191,S002
P0019,08-01-22,454,55,399,0,S002
P0020,08-01-22,194,90,104,0,S002
P0001,08-01-22,453,116,337,0,S003
P0002,08-01-22,224,68,156,0,S003
P0003,08-01-22,200,179,21,204,S003
P0004,08-01-22,473,60,413,0,S003
P0005,08-01-22,680,46,634,0,S003
P0006,08-01-22,148,120,28,124,S003
P0007,08-01-22,791,315,476,1073,S003
P0008,08-01-22,169,169,0,355,S003
P0009,08-01-22,202,66,136,0,S003
P0010,08-01-22,230,43,187,0,S003
P0011,08-01-22,320,118,202,229,S003
P0012,08-01-22,163,91,72,182,S003
P0013,08-01-22,1116,112,1004,0,S003
P0014,08-01-22,555,94,461,0,S003
P0015,08-01-22,934,151,783,0,S003
P0016,08-01-22,413,83,330,0,S003
P0017,08-01-22,665,44,621,0,S003
P0018,08-01-22,660,76,584,0,S003
P0019,08-01-22,60,60,0,183,S003
P0020,08-01-22,600,210,390,0,S003
P0001,08-01-22,749,123,626,0,S004
P0002,08-01-22,441,145,296,0,S004
P0003,08-01-22,389,115,274,0,S004
P0004,08-01-22,189,88,101,333,S004
P0005,08-01-22,110,110,0,125,S004
P0006,08-01-22,232,174,58,307,S004
P0007,08-01-22,604,127,477,0,S004
P0008,08-01-22,83,77,6,116,S004
P0009,08-01-22,164,126,38,0,S004
P0010,08-01-22,133,133,0,0,S004
P0011,08-01-22,636,170,466,653,S004
P0012,08-01-22,128,61,67,108,S004
P0013,08-01-22,365,83,282,0,S004
P0014,08-01-22,10,10,0,0,S004
P0015,08-01-22,304,108,196,268,S004
P0016,08-01-22,255,81,174,266,S004
P0017,08-01-22,195,125,70,104,S004
P0018,08-01-22,124,87,37,109,S004
P0019,08-01-22,173,55,118,0,S004
P0020,08-01-22,250,118,132,275,S004
P0001,08-01-22,230,139,91,299,S005
P0002,08-01-22,193,129,64,0,S005
P0003,08-01-22,198,152,46,137,S005
P0004,08-01-22,131,128,3,128,S005
P0005,08-01-22,125,57,68,0,S005
P0006,08-01-22,425,71,354,0,S005
P0007,08-01-22,381,97,284,0,S005
P0008,08-01-22,122,122,0,201,S005
P0009,08-01-22,367,70,297,0,S005
P0010,08-01-22,635,66,569,0,S005
P0011,08-01-22,502,62,440,0,S005
P0012,08-01-22,575,53,522,0,S005
P0013,08-01-22,60,39,21,0,S005
P0014,08-01-22,262,96,166,0,S005
P0015,08-01-22,480,80,400,0,S005
P0016,08-01-22,671,79,592,0,S005
P0017,08-01-22,111,111,0,135,S005
P0018,08-01-22,164,55,109,0,S005
P0019,08-01-22,199,72,127,0,S005
P0020,08-01-22,134,129,5,99,S005
P0001,09-01-22,212,57,155,0,S001
P0002,09-01-22,208,134,74,169,S001
P0003,09-01-22,199,165,34,526,S001
P0004,09-01-22,123,82,41,233,S001
P0005,09-01-22,1198,88,1110,0,S001
P0006,09-01-22,445,113,332,0,S001
P0007,09-01-22,364,65,299,0,S001
P0008,09-01-22,138,87,51,0,S001
P0009,09-01-22,152,117,35,145,S001
P0010,09-01-22,565,101,464,0,S001
P0011,09-01-22,219,130,89,179,S001
P0012,09-01-22,141,84,57,253,S001
P0013,09-01-22,100,100,0,98,S001
P0014,09-01-22,292,178,114,0,S001
P0015,09-01-22,137,65,72,104,S001
P0016,09-01-22,305,131,174,0,S001
P0017,09-01-22,98,70,28,93,S001
P0018,09-01-22,229,81,148,0,S001
P0019,09-01-22,74,44,30,67,S001
P0020,09-01-22,507,217,290,786,S001
P0001,09-01-22,441,85,356,0,S002
P0002,09-01-22,248,98,150,200,S002
P0003,09-01-22,81,75,6,0,S002
P0004,09-01-22,143,83,60,0,S002
P0005,09-01-22,432,60,372,312,S002
P0006,09-01-22,162,136,26,137,S002
P0007,09-01-22,0,0,0,0,S002
P0008,09-01-22,139,81,58,111,S002
P0009,09-01-22,441,91,350,0,S002
P0010,09-01-22,129,129,0,226,S002
P0011,09-01-22,459,91,368,0,S002
P0012,09-01-22,602,79,523,0,S002
P0013,09-01-22,544,118,426,0,S002
P0014,09-01-22,381,70,311,0,S002
P0015,09-01-22,516,109,407,0,S002
P0016,09-01-22,209,86,123,0,S002
P0017,09-01-22,111,111,0,578,S002
P0018,09-01-22,191,81,110,0,S002
P0019,09-01-22,399,85,314,0,S002
P0020,09-01-22,104,104,0,0,S002
P0001,09-01-22,337,109,228,0,S003
P0002,09-01-22,633,91,542,0,S003
P0003,09-01-22,225,96,129,154,S003
P0004,09-01-22,413,108,305,0,S003
P0005,09-01-22,634,63,571,0,S003
P0006,09-01-22,152,86,66,115,S003
P0007,09-01-22,476,123,353,0,S003
P0008,09-01-22,200,104,96,0,S003
P0009,09-01-22,136,136,0,126,S003
P0010,09-01-22,187,151,36,138,S003
P0011,09-01-22,202,52,150,0,S003
P0012,09-01-22,72,72,0,0,S003
P0013,09-01-22,1004,118,886,0,S003
P0014,09-01-22,461,114,347,0,S003
P0015,09-01-22,783,56,727,0,S003
P0016,09-01-22,330,108,222,0,S003
P0017,09-01-22,621,179,442,756,S003
P0018,09-01-22,584,33,551,0,S003
P0019,09-01-22,183,72,111,0,S003
P0020,09-01-22,390,222,168,0,S003
P0001,09-01-22,626,126,500,676,S004
P0002,09-01-22,296,144,152,0,S004
P0003,09-01-22,274,63,211,200,S004
P0004,09-01-22,405,95,310,0,S004
P0005,09-01-22,125,68,57,97,S004
P0006,09-01-22,58,58,0,0,S004
P0007,09-01-22,477,119,358,0,S004
P0008,09-01-22,122,55,67,94,S004
P0009,09-01-22,544,84,460,0,S004
P0010,09-01-22,784,99,685,0,S004
P0011,09-01-22,466,88,378,0,S004
P0012,09-01-22,175,109,66,0,S004
P0013,09-01-22,282,113,169,0,S004
P0014,09-01-22,306,45,261,0,S004
P0015,09-01-22,196,63,133,0,S004
P0016,09-01-22,174,30,144,0,S004
P0017,09-01-22,174,174,0,230,S004
P0018,09-01-22,146,81,65,71,S004
P0019,09-01-22,118,109,9,151,S004
P0020,09-01-22,132,67,65,0,S004
P0001,09-01-22,91,77,14,0,S005
P0002,09-01-22,453,95,358,0,S005
P0003,09-01-22,183,81,102,110,S005
P0004,09-01-22,131,125,6,107,S005
P0005,09-01-22,219,107,112,256,S005
P0006,09-01-22,354,134,220,0,S005
P0007,09-01-22,284,67,217,0,S005
P0008,09-01-22,201,38,163,0,S005
P0009,09-01-22,297,81,216,0,S005
P0010,09-01-22,569,233,336,518,S005
P0011,09-01-22,440,88,352,0,S005
P0012,09-01-22,522,40,482,0,S005
P0013,09-01-22,535,110,425,0,S005
P0014,09-01-22,166,98,68,0,S005
P0015,09-01-22,400,93,307,0,S005
P0016,09-01-22,592,74,518,0,S005
P0017,09-01-22,135,117,18,137,S005
P0018,09-01-22,109,105,4,112,S005
P0019,09-01-22,127,30,97,83,S005
P0020,09-01-22,104,104,0,199,S005
P0001,10-01-22,403,88,315,0,S001
P0002,10-01-22,243,192,51,0,S001
P0003,10-01-22,476,109,367,0,S001
P0004,10-01-22,41,32,9,0,S001
P0005,10-01-22,1110,142,968,0,S001
P0006,10-01-22,332,51,281,0,S001
P0007,10-01-22,299,166,133,0,S001
P0008,10-01-22,51,51,0,132,S001
P0009,10-01-22,180,180,0,174,S001
P0010,10-01-22,464,60,404,0,S001
P0011,10-01-22,89,89,0,188,S001
P0012,10-01-22,219,108,111,0,S001
P0013,10-01-22,98,98,0,114,S001
P0014,10-01-22,114,107,7,0,S001
P0015,10-01-22,176,74,102,109,S001
P0016,10-01-22,174,75,99,0,S001
P0017,10-01-22,121,85,36,77,S001
P0018,10-01-22,148,148,0,218,S001
P0019,10-01-22,97,53,44,52,S001
P0020,10-01-22,290,22,268,0,S001
P0001,10-01-22,356,147,209,407,S002
P0002,10-01-22,150,61,89,0,S002
P0003,10-01-22,250,110,140,0,S002
P0004,10-01-22,310,84,226,212,S002
P0005,10-01-22,372,94,278,0,S002
P0006,10-01-22,163,116,47,124,S002
P0007,10-01-22,492,161,331,0,S002
P0008,10-01-22,169,114,55,103,S002
P0009,10-01-22,350,59,291,0,S002
P0010,10-01-22,226,182,44,200,S002
P0011,10-01-22,368,65,303,0,S002
P0012,10-01-22,523,126,397,707,S002
P0013,10-01-22,426,96,330,0,S002
P0014,10-01-22,311,80,231,0,S002
P0015,10-01-22,407,65,342,0,S002
P0016,10-01-22,532,140,392,0,S002
P0017,10-01-22,442,103,339,0,S002
P0018,10-01-22,110,110,0,148,S002
P0019,10-01-22,314,111,203,0,S002
P0020,10-01-22,498,86,412,0,S002
P0001,10-01-22,228,96,132,202,S003
P0002,10-01-22,542,183,359,727,S003
P0003,10-01-22,283,66,217,0,S003
P0004,10-01-22,305,49,256,0,S003
P0005,10-01-22,571,43,528,0,S003
P0006,10-01-22,181,92,89,0,S003
P0007,10-01-22,353,108,245,0,S003
P0008,10-01-22,451,85,366,0,S003
P0009,10-01-22,126,106,20,135,S003
P0010,10-01-22,174,97,77,157,S003
P0011,10-01-22,379,94,285,0,S003
P0012,10-01-22,182,43,139,0,S003
P0013,10-01-22,886,161,725,0,S003
P0014,10-01-22,347,127,220,332,S003
P0015,10-01-22,727,138,589,0,S003
P0016,10-01-22,222,128,94,250,S003
P0017,10-01-22,442,83,359,0,S003
P0018,10-01-22,551,39,512,0,S003
P0019,10-01-22,111,88,23,96,S003
P0020,10-01-22,168,168,0,979,S003
P0001,10-01-22,500,138,362,0,S004
P0002,10-01-22,152,152,0,309,S004
P0003,10-01-22,211,62,149,0,S004
P0004,10-01-22,310,41,269,0,S004
P0005,10-01-22,154,74,80,108,S004
P0006,10-01-22,307,63,244,0,S004
P0007,10-01-22,358,53,305,0,S004
P0008,10-01-22,161,126,35,101,S004
P0009,10-01-22,460,170,290,498,S004
P0010,10-01-22,685,42,643,0,S004
P0011,10-01-22,378,56,322,0,S004
P0012,10-01-22,66,66,0,63,S004
P0013,10-01-22,780,173,607,0,S004
P0014,10-01-22,261,51,210,0,S004
P0015,10-01-22,133,83,50,0,S004
P0016,10-01-22,144,62,82,0,S004
P0017,10-01-22,230,76,154,0,S004
P0018,10-01-22,136,106,30,108,S004
P0019,10-01-22,160,96,64,150,S004
P0020,10-01-22,340,69,271,0,S004
P0001,10-01-22,313,131,182,0,S005
P0002,10-01-22,358,130,228,497,S005
P0003,10-01-22,212,155,57,136,S005
P0004,10-01-22,113,61,52,79,S005
P0005,10-01-22,112,78,34,0,S005
P0006,10-01-22,872,55,817,0,S005
P0007,10-01-22,217,111,106,288,S005
P0008,10-01-22,163,146,17,116,S005
P0009,10-01-22,720,126,594,0,S005
P0010,10-01-22,336,87,249,0,S005
P0011,10-01-22,352,45,307,0,S005
P0012,10-01-22,482,93,389,492,S005
P0013,10-01-22,425,94,331,457,S005
P0014,10-01-22,412,72,340,0,S005
P0015,10-01-22,307,137,170,225,S005
P0016,10-01-22,518,86,432,0,S005
P0017,10-01-22,155,118,37,165,S005
P0018,10-01-22,116,116,0,161,S005
P0019,10-01-22,97,97,0,213,S005
P0020,10-01-22,199,197,2,200,S005
P0001,11-01-22,315,112,203,0,S001
P0002,11-01-22,51,51,0,176,S001
P0003,11-01-22,367,89,278,0,S001
P0004,11-01-22,242,49,193,0,S001
P0005,11-01-22,968,80,888,0,S001
P0006,11-01-22,281,85,196,0,S001
P0007,11-01-22,133,133,0,0,S001
P0008,11-01-22,132,86,46,96,S001
P0009,11-01-22,174,174,0,188,S001
P0010,11-01-22,404,82,322,500,S001
P0011,11-01-22,179,69,110,0,S001
P0012,11-01-22,364,136,228,0,S001
P0013,11-01-22,114,84,30,80,S001
P0014,11-01-22,355,99,256,329,S001
P0015,11-01-22,211,100,111,0,S001
P0016,11-01-22,607,85,522,0,S001
P0017,11-01-22,113,88,25,98,S001
P0018,11-01-22,218,49,169,0,S001
P0019,11-01-22,96,18,78,0,S001
P0020,11-01-22,268,101,167,0,S001
P0001,11-01-22,209,93,116,0,S002
P0002,11-01-22,289,83,206,0,S002
P0003,11-01-22,562,58,504,0,S002
P0004,11-01-22,226,48,178,0,S002
P0005,11-01-22,278,108,170,441,S002
P0006,11-01-22,171,171,0,210,S002
P0007,11-01-22,772,111,661,0,S002
P0008,11-01-22,158,137,21,145,S002
P0009,11-01-22,291,143,148,356,S002
P0010,11-01-22,244,142,102,0,S002
P0011,11-01-22,829,93,736,0,S002
P0012,11-01-22,397,87,310,0,S002
P0013,11-01-22,330,85,245,273,S002
P0014,11-01-22,939,203,736,919,S002
P0015,11-01-22,342,178,164,0,S002
P0016,11-01-22,392,217,175,393,S002
P0017,11-01-22,339,156,183,0,S002
P0018,11-01-22,148,46,102,0,S002
P0019,11-01-22,973,75,898,0,S002
P0020,11-01-22,412,166,246,375,S002
P0001,11-01-22,132,129,3,0,S003
P0002,11-01-22,359,123,236,0,S003
P0003,11-01-22,217,128,89,178,S003
P0004,11-01-22,256,85,171,256,S003
P0005,11-01-22,528,181,347,767,S003
P0006,11-01-22,89,89,0,217,S003
P0007,11-01-22,245,131,114,0,S003
P0008,11-01-22,366,119,247,0,S003
P0009,11-01-22,155,155,0,223,S003
P0010,11-01-22,234,134,100,0,S003
P0011,11-01-22,285,123,162,317,S003
P0012,11-01-22,139,83,56,130,S003
P0013,11-01-22,725,102,623,0,S003
P0014,11-01-22,220,144,76,431,S003
P0015,11-01-22,589,158,431,786,S003
P0016,11-01-22,94,94,0,412,S003
P0017,11-01-22,359,58,301,0,S003
P0018,11-01-22,512,86,426,532,S003
P0019,11-01-22,119,57,62,71,S003
P0020,11-01-22,891,68,823,0,S003
P0001,11-01-22,362,215,147,0,S004
P0002,11-01-22,0,0,0,372,S004
P0003,11-01-22,149,46,103,0,S004
P0004,11-01-22,602,23,579,0,S004
P0005,11-01-22,188,90,98,162,S004
P0006,11-01-22,244,132,112,289,S004
P0007,11-01-22,305,74,231,362,S004
P0008,11-01-22,136,57,79,0,S004
P0009,11-01-22,290,117,173,0,S004
P0010,11-01-22,643,100,543,0,S004
P0011,11-01-22,322,122,200,0,S004
P0012,11-01-22,63,46,17,66,S004
P0013,11-01-22,607,48,559,0,S004
P0014,11-01-22,210,102,108,190,S004
P0015,11-01-22,318,78,240,281,S004
P0016,11-01-22,348,64,284,0,S004
P0017,11-01-22,154,88,66,87,S004
P0018,11-01-22,138,57,81,0,S004
P0019,11-01-22,214,74,140,0,S004
P0020,11-01-22,271,146,125,333,S004
P0001,11-01-22,182,55,127,0,S005
P0002,11-01-22,228,94,134,0,S005
P0003,11-01-22,193,66,127,0,S005
P0004,11-01-22,131,75,56,123,S005
P0005,11-01-22,290,120,170,236,S005
P0006,11-01-22,817,190,627,1074,S005
P0007,11-01-22,106,106,0,0,S005
P0008,11-01-22,133,73,60,101,S005
P0009,11-01-22,594,109,485,0,S005
P0010,11-01-22,249,50,199,0,S005
P0011,11-01-22,307,63,244,313,S005
P0012,11-01-22,389,46,343,0,S005
P0013,11-01-22,331,160,171,0,S005
P0014,11-01-22,340,4,336,0,S005
P0015,11-01-22,170,121,49,354,S005
P0016,11-01-22,432,94,338,458,S005
P0017,11-01-22,202,77,125,0,S005
P0018,11-01-22,161,158,3,146,S005
P0019,11-01-22,83,83,0,0,S005
P0020,11-01-22,202,117,85,147,S005
P0001,12-01-22,203,70,133,179,S001
P0002,12-01-22,176,131,45,147,S001
P0003,12-01-22,278,149,129,0,S001
P0004,12-01-22,193,82,111,202,S001
P0005,12-01-22,888,90,798,0,S001
P0006,12-01-22,196,121,75,384,S001
P0007,12-01-22,650,25,625,0,S001
P0008,12-01-22,142,142,0,144,S001
P0009,12-01-22,188,150,38,172,S001
P0010,12-01-22,322,67,255,0,S001
P0011,12-01-22,298,97,201,0,S001
P0012,12-01-22,228,109,119,219,S001
P0013,12-01-22,110,100,10,127,S001
P0014,12-01-22,256,69,187,0,S001
P0015,12-01-22,111,84,27,85,S001
P0016,12-01-22,522,84,438,0,S001
P0017,12-01-22,123,96,27,173,S001
P0018,12-01-22,169,111,58,133,S001
P0019,12-01-22,78,72,6,73,S001
P0020,12-01-22,167,44,123,0,S001
P0001,12-01-22,116,52,64,0,S002
P0002,12-01-22,206,169,37,340,S002
P0003,12-01-22,504,156,348,412,S002
P0004,12-01-22,178,104,74,0,S002
P0005,12-01-22,170,79,91,0,S002
P0006,12-01-22,210,67,143,0,S002
P0007,12-01-22,661,71,590,0,S002
P0008,12-01-22,166,157,9,142,S002
P0009,12-01-22,148,99,49,0,S002
P0010,12-01-22,102,102,0,227,S002
P0011,12-01-22,736,138,598,0,S002
P0012,12-01-22,310,23,287,0,S002
P0013,12-01-22,245,150,95,0,S002
P0014,12-01-22,736,42,694,0,S002
P0015,12-01-22,962,132,830,0,S002
P0016,12-01-22,175,92,83,0,S002
P0017,12-01-22,761,96,665,0,S002
P0018,12-01-22,102,73,29,78,S002
P0019,12-01-22,898,12,886,0,S002
P0020,12-01-22,246,45,201,0,S002
P0001,12-01-22,205,126,79,248,S003
P0002,12-01-22,236,101,135,0,S003
P0003,12-01-22,267,77,190,0,S003
P0004,12-01-22,171,131,40,528,S003
P0005,12-01-22,347,73,274,0,S003
P0006,12-01-22,217,82,135,0,S003
P0007,12-01-22,1187,102,1085,0,S003
P0008,12-01-22,247,57,190,0,S003
P0009,12-01-22,223,184,39,238,S003
P0010,12-01-22,100,100,0,290,S003
P0011,12-01-22,162,162,0,0,S003
P0012,12-01-22,56,51,5,169,S003
P0013,12-01-22,623,151,472,795,S003
P0014,12-01-22,76,76,0,0,S003
P0015,12-01-22,431,105,326,0,S003
P0016,12-01-22,250,213,37,0,S003
P0017,12-01-22,301,22,279,0,S003
P0018,12-01-22,426,60,366,0,S003
P0019,12-01-22,133,133,0,119,S003
P0020,12-01-22,823,113,710,0,S003
P0001,12-01-22,147,49,98,0,S004
P0002,12-01-22,309,54,255,0,S004
P0003,12-01-22,303,38,265,0,S004
P0004,12-01-22,579,39,540,0,S004
P0005,12-01-22,260,43,217,0,S004
P0006,12-01-22,112,42,70,0,S004
P0007,12-01-22,231,106,125,692,S004
P0008,12-01-22,79,34,45,51,S004
P0009,12-01-22,173,60,113,0,S004
P0010,12-01-22,543,110,433,518,S004
P0011,12-01-22,853,118,735,0,S004
P0012,12-01-22,83,70,13,70,S004
P0013,12-01-22,559,145,414,0,S004
P0014,12-01-22,108,71,37,0,S004
P0015,12-01-22,240,105,135,0,S004
P0016,12-01-22,284,72,212,0,S004
P0017,12-01-22,153,85,68,156,S004
P0018,12-01-22,81,48,33,53,S004
P0019,12-01-22,140,54,86,81,S004
P0020,12-01-22,125,68,57,0,S004
P0001,12-01-22,127,92,35,284,S005
P0002,12-01-22,134,100,34,0,S005
P0003,12-01-22,127,71,56,101,S005
P0004,12-01-22,179,131,48,122,S005
P0005,12-01-22,170,68,102,0,S005
P0006,12-01-22,627,151,476,0,S005
P0007,12-01-22,288,104,184,240,S005
P0008,12-01-22,161,125,36,96,S005
P0009,12-01-22,485,159,326,489,S005
P0010,12-01-22,717,106,611,0,S005
P0011,12-01-22,244,96,148,0,S005
P0012,12-01-22,343,24,319,0,S005
P0013,12-01-22,171,106,65,0,S005
P0014,12-01-22,336,52,284,0,S005
P0015,12-01-22,274,118,156,0,S005
P0016,12-01-22,338,111,227,0,S005
P0017,12-01-22,125,125,0,146,S005
P0018,12-01-22,149,101,48,121,S005
P0019,12-01-22,213,61,152,152,S005
P0020,12-01-22,232,96,136,0,S005
P0001,13-01-22,133,80,53,0,S001
P0002,13-01-22,192,179,13,161,S001
P0003,13-01-22,655,200,455,895,S001
P0004,13-01-22,111,97,14,0,S001
P0005,13-01-22,798,131,667,0,S001
P0006,13-01-22,75,62,13,0,S001
P0007,13-01-22,625,170,455,730,S001
P0008,13-01-22,144,102,42,0,S001
P0009,13-01-22,210,101,109,158,S001
P0010,13-01-22,255,41,214,0,S001
P0011,13-01-22,201,66,135,188,S001
P0012,13-01-22,119,60,59,0,S001
P0013,13-01-22,137,137,0,142,S001
P0014,13-01-22,187,79,108,0,S001
P0015,13-01-22,112,105,7,113,S001
P0016,13-01-22,438,60,378,0,S001
P0017,13-01-22,200,70,130,0,S001
P0018,13-01-22,191,145,46,112,S001
P0019,13-01-22,79,76,3,63,S001
P0020,13-01-22,909,126,783,0,S001
P0001,13-01-22,471,80,391,0,S002
P0002,13-01-22,37,37,0,393,S002
P0003,13-01-22,348,123,225,0,S002
P0004,13-01-22,286,101,185,482,S002
P0005,13-01-22,403,147,256,0,S002
P0006,13-01-22,143,81,62,0,S002
P0007,13-01-22,590,151,439,0,S002
P0008,13-01-22,151,151,0,117,S002
P0009,13-01-22,405,32,373,0,S002
P0010,13-01-22,227,113,114,0,S002
P0011,13-01-22,598,45,553,0,S002
P0012,13-01-22,287,54,233,0,S002
P0013,13-01-22,95,78,17,407,S002
P0014,13-01-22,694,103,591,0,S002
P0015,13-01-22,830,178,652,0,S002
P0016,13-01-22,476,48,428,0,S002
P0017,13-01-22,665,112,553,0,S002
P0018,13-01-22,107,97,10,103,S002
P0019,13-01-22,886,130,756,0,S002
P0020,13-01-22,201,122,79,0,S002
P0001,13-01-22,79,79,0,311,S003
P0002,13-01-22,862,151,711,0,S003
P0003,13-01-22,190,133,57,146,S003
P0004,13-01-22,40,40,0,0,S003
P0005,13-01-22,274,85,189,0,S003
P0006,13-01-22,135,50,85,90,S003
P0007,13-01-22,1085,81,1004,0,S003
P0008,13-01-22,190,143,47,353,S003
P0009,13-01-22,277,49,228,0,S003
P0010,13-01-22,290,45,245,0,S003
P0011,13-01-22,317,90,227,0,S003
P0012,13-01-22,135,44,91,0,S003
P0013,13-01-22,472,179,293,0,S003
P0014,13-01-22,332,123,209,0,S003
P0015,13-01-22,326,54,272,0,S003
P0016,13-01-22,449,169,280,0,S003
P0017,13-01-22,1035,53,982,0,S003
P0018,13-01-22,366,36,330,0,S003
P0019,13-01-22,119,113,6,115,S003
P0020,13-01-22,710,219,491,0,S003
P0001,13-01-22,774,110,664,694,S004
P0002,13-01-22,627,107,520,0,S004
P0003,13-01-22,265,86,179,340,S004
P0004,13-01-22,540,88,452,0,S004
P0005,13-01-22,217,165,52,228,S004
P0006,13-01-22,359,85,274,0,S004
P0007,13-01-22,125,106,19,0,S004
P0008,13-01-22,96,80,16,70,S004
P0009,13-01-22,611,129,482,0,S004
P0010,13-01-22,433,71,362,0,S004
P0011,13-01-22,735,171,564,617,S004
P0012,13-01-22,83,62,21,83,S004
P0013,13-01-22,414,90,324,0,S004
P0014,13-01-22,227,71,156,0,S004
P0015,13-01-22,135,60,75,0,S004
P0016,13-01-22,212,54,158,0,S004
P0017,13-01-22,224,94,130,0,S004
P0018,13-01-22,86,86,0,80,S004
P0019,13-01-22,167,72,95,0,S004
P0020,13-01-22,390,154,236,0,S004
P0001,13-01-22,35,35,0,380,S005
P0002,13-01-22,531,105,426,0,S005
P0003,13-01-22,157,120,37,161,S005
P0004,13-01-22,170,139,31,122,S005
P0005,13-01-22,338,203,135,497,S005
P0006,13-01-22,476,151,325,0,S005
P0007,13-01-22,184,87,97,0,S005
P0008,13-01-22,132,65,67,72,S005
P0009,13-01-22,326,106,220,0,S005
P0010,13-01-22,611,126,485,0,S005
P0011,13-01-22,148,72,76,0,S005
P0012,13-01-22,319,21,298,0,S005
P0013,13-01-22,522,80,442,0,S005
P0014,13-01-22,284,39,245,0,S005
P0015,13-01-22,510,126,384,0,S005
P0016,13-01-22,227,86,141,0,S005
P0017,13-01-22,146,103,43,98,S005
P0018,13-01-22,169,117,52,0,S005
P0019,13-01-22,152,81,71,0,S005
P0020,13-01-22,136,95,41,105,S005
P0001,14-01-22,232,52,180,0,S001
P0002,14-01-22,174,156,18,166,S001
P0003,14-01-22,455,90,365,0,S001
P0004,14-01-22,216,125,91,291,S001
P0005,14-01-22,667,117,550,684,S001
P0006,14-01-22,13,13,0,0,S001
P0007,14-01-22,455,176,279,0,S001
P0008,14-01-22,42,42,0,50,S001
P0009,14-01-22,267,86,181,0,S001
P0010,14-01-22,214,50,164,0,S001
P0011,14-01-22,135,107,28,0,S001
P0012,14-01-22,278,132,146,369,S001
P0013,14-01-22,142,61,81,88,S001
P0014,14-01-22,437,140,297,458,S001
P0015,14-01-22,120,68,52,79,S001
P0016,14-01-22,378,184,194,567,S001
P0017,14-01-22,130,86,44,117,S001
P0018,14-01-22,158,109,49,120,S001
P0019,14-01-22,66,66,0,95,S001
P0020,14-01-22,783,34,749,0,S001
P0001,14-01-22,391,54,337,0,S002
P0002,14-01-22,340,53,287,0,S002
P0003,14-01-22,225,95,130,0,S002
P0004,14-01-22,185,98,87,0,S002
P0005,14-01-22,256,54,202,0,S002
P0006,14-01-22,62,40,22,50,S002
